sentence,id,article_id,valence,arousal,is_annotated,is_miscellaneous,is_drafted,rank_idx,draft_time
"Authorities involved in the sanctions settlement view the BSA probe as coming ""out of left field,"" one of the two sources said.",83245,14095,0.37,0.52,True,False,True,282,2022-06-23T10:20:15.3361940
Analysts say positive guidance coupled with jet fuel savings could reverse the stocks' downward trend.,83442,14109,0.60,0.53,True,False,True,790,2022-08-25T09:18:27.5491760
"The Dow Jones transportation average (DJT) dropped 2.2 percent and is now down 11.1 percent from its record close on Sept. 18, which puts it in correction territory.",83891,14150,0.22,0.57,True,False,True,360,2022-07-01T13:51:07.5532800
"""This is happening in the middle of a major profit warning from Ford and people are still very concerned about GM.",84157,14168,0.42,0.61,True,False,True,721,2022-08-24T09:59:31.6223260
"The S&P closed at its lowest level since late May and right at its 200day moving average, a key technical indicator it has not breached since late 2012.",84208,14172,0.13,0.78,True,False,True,215,2022-06-17T14:06:36.9151410
Notable buyers include the $29.3 billion BlackRock Equity Dividend Fund and the $9.2 billion T. Rowe Price SmallCap Stock fund.,84409,14185,0.61,0.52,True,False,True,800,2022-08-25T09:24:20.4360730
"The pricey content deal comes as Turner, which also operates the 24hour news channel CNN, attempts to crack down on costs.",84480,14187,0.43,0.63,True,False,True,396,2022-07-19T16:09:50.0797890
Canadian producer OrganiGram has nearly doubled in value since listing on Aug. 25.,84528,14190,0.64,0.54,True,False,True,757,2022-08-24T14:21:54.5687480
"In keeping with Cadillac's new naming scheme, the future crossovers are expected to carry the designation XT to distinguish them from sedans that will be called CT.",84866,14206,0.55,0.50,True,False,True,123,2022-06-09T10:21:16.2180220
"WhatsApp works across different types of phones, across borders, and without advertising.",85026,14216,0.60,0.47,True,False,True,346,2022-07-01T07:55:26.7674060
" Hon Hai Precision Industry Co Ltd (TW:2317), the world's largest contract electronics manufacturer, said on Thursday it had resolved a strike by about 1,000 workers at one of its factories in China, and that production from the plant was unaffected.",85044,14218,0.67,0.67,True,False,True,424,2022-08-05T13:21:39.9856960
Their leader's remarks raised the prospect of a more forceful attempt to make Hadi choose a candidate they prefer.,85071,14221,0.45,0.64,True,False,True,705,2022-08-24T09:51:37.9977590
Tesco is now reeling from an accounting scandal and a downturn in trading that has knocked 4 billion pounds off its market value in a matter of weeks.,85191,14228,0.37,0.60,True,False,True,787,2022-08-25T09:17:29.0953710
"""The sporting goods and lifestyle market is in permanent flux.",85233,14230,0.52,0.70,True,False,True,599,2022-08-23T08:50:11.6588340
"Ford joins Deutsche from Goldman Sachs, where she was global head of compliance for Goldman's investment banking and merchant banking divisions and the executive office.",85258,14232,0.50,0.50,True,False,True,44,2022-06-03T14:31:03.7370910
"Of WalMart's 1.3 million U.S. employees, the company said 1.2 million currently elect to be covered under the company's health insurance plans.",85402,14240,0.59,0.50,True,False,True,443,2022-08-05T13:25:38.5868330
"The company is already investigating alleged bribery in a number of Middle East countries, including Lebanon, Jordan, Syria and Iraq, as well as Poland.",85532,14248,0.23,0.63,True,False,True,453,2022-08-05T13:28:54.1399000
(Editing by Alessandra Galloni),85558,14250,0.50,0.50,True,True,True,126,2022-06-09T10:22:09.3039580
"Critics question the state's decision to throw so much money at Tesla, ending taxincentive programs for the film industry that had helped the Las Vegas area, along with incentives for the insurance industry.",86489,14315,0.40,0.58,True,False,True,522,2022-08-22T08:31:57.5386850
"Others on the board have experience in telecoms, media, finance and cars, while Patrick Cescau, the board's senior independent director, is a former chairman of Unilever (L:ULVR), one of Tesco's biggest suppliers.",86578,14318,0.59,0.52,True,False,True,751,2022-08-24T14:20:01.0798710
"""It is the first vehicle we will put on the road here where there really is no reason for rejection in terms of either size or capability.""",86665,14322,0.64,0.54,True,False,True,594,2022-08-23T08:47:48.8195570
"The study's authors analyzed about 50,000 earnings calls from 2002 to 2012, focusing on the nearly 9,500 that received little feedback during the open questionandanswer session of the call.",87201,14354,0.55,0.51,True,False,True,330,2022-07-01T07:46:06.7703680
"The AIG bailout, on the heels of the Lehman Brothers collapse in 2008, preceded the ""too big to fail"" auto and bank bailouts the federal government undertook during a U.S. financial crisis underpinned by faulty mortgage lending.",87655,14410,0.42,0.57,True,False,True,692,2022-08-24T09:46:29.5899380
"In an email sent to staff on Friday, Chief Executive Dave Lewis said: ""Turning our business around will require change in our culture, as well as in our processes and our brand proposition.",87940,14427,0.53,0.72,True,False,True,131,2022-06-09T10:24:16.4805520
"Airbus lost one of its existing A380 customers in July when it revoked an order for six A380s from Japan's Skymark Airlines, which faced difficulties financing its purchase.",88247,14451,0.38,0.53,True,False,True,653,2022-08-23T11:47:10.2203820
"A more likely occurrence in the affected vehicles, Chrysler said, is that the ignition key may not fully return to the ""on"" position from ""start,"" which could keep the windshield wipers and defroster from working.",88325,14456,0.42,0.45,True,False,True,493,2022-08-18T14:07:24.7031990
"Reuters reported on Monday that GSK was under pressure to make changes, including a possible early replacement of the current chairman, Chris Gent, as a result of its problems which have undermined investor confidence.",88496,14464,0.38,0.61,True,False,True,678,2022-08-24T09:40:17.3015200
"GM on Tuesday confirmed plans to set up Cadillac as a separate business unit with de Nysschen as president, while shifting the brand's headquarters from Detroit to New York.",88611,14474,0.50,0.64,True,False,True,646,2022-08-23T11:44:04.9817070
"Still, Rohler is watching pro football games on television.",88680,14480,0.50,0.50,True,False,True,336,2022-07-01T07:49:47.5283080
Prot is the second top official to leave since the sanctionsbusting affair came to light earlier this year.,88776,14483,0.36,0.56,True,False,True,181,2022-06-23T10:13:55.8274690
"But Philip Scruggs, president of AerCap (N:AER), the world's secondlargest lessor, said the market had reached its top.",89126,14503,0.57,0.53,True,False,True,642,2022-08-23T11:42:33.9911180
"""That means we have to change.""",89372,14521,0.38,0.63,True,False,True,635,2022-08-23T11:39:48.1886210
"That said, he believes the Fed is now out of sync with its peers, the ECB in particular, and will begin to raise interest rates toward the end of the second quarter of 2015, or sooner perhaps.",89504,14527,0.55,0.57,True,False,True,85,2022-06-07T14:45:18.4199850
"Boeing says it responds to market forces, though it is also less constrained by Europe's labour laws.",89527,14530,0.57,0.41,True,False,True,481,2022-08-16T13:55:59.3116310
"The fuelpump relay is inside an integrated power module that helps manage other vehicle function, but none of those other functions are affected, Chrysler said.",89711,14541,0.53,0.47,True,False,True,503,2022-08-18T14:11:18.8223660
"""I think GSK is a buy when the CEO of that business goes,"" said John Bennett, a director of European equities at Henderson Global Investors, which has a holding in the drugmaker.",89740,14543,0.44,0.60,True,False,True,658,2022-08-23T11:48:47.3425230
"Ted Frank, a critic of what he considers excessive legal fees and who represented a couple opposing the RadioShack settlement, in a phone interview welcomed the decision.",89900,14558,0.59,0.56,True,False,True,758,2022-08-24T14:22:14.6880060
"Following the sale of its stake to Vivendi and the conversion of a threeyear exchangeable bond issued earlier this year, Telefonica will have ended its sevenyear partnership with Telecom Italia.",90084,14574,0.57,0.58,True,False,True,366,2022-07-01T13:52:53.7613070
"Shamrock Farms, a Phoenixbased milk producer, began selling its ""Rockin' Refuel"" muscle building milk in 2009 with added protein.",90145,14578,0.68,0.50,True,False,True,40,2022-06-03T14:30:28.1560940
"Apollo has been taking part in an auction of Tranquilidade since early 2014, months before BES and the Espirito Santo family first revealed their severe debt problems.(1 US dollar =",90385,14606,0.46,0.67,True,False,True,127,2022-06-09T10:22:15.8133470
The company said last week it would buy organic food producer Annie's Inc for about $820 million.,90427,14610,0.61,0.56,True,False,True,109,2022-06-08T12:43:22.3942530
"Bank of America has been able to take out more than $4 billion in costs after shrinking the businesses in which it is involved and deciding to stop trying to add new customers, Athanasia said.",90662,14636,0.41,0.53,True,False,True,110,2022-06-08T12:44:55.8295550
"It has said it does not expect to raise rates until 2015, but recent strong data has led Fed officials to acknowledge they may need to act sooner than they thought just a few months ago.",90778,14646,0.45,0.38,True,False,True,667,2022-08-23T11:53:17.9746410
"Announcing the results of a portfolio review, Europe's largest aerospace group signaled a break with previous efforts to diversify into security activities and a halt to investment in defense electronics, in which it lacks the scale of rivals.",90889,14651,0.39,0.45,True,False,True,335,2022-07-01T07:48:49.8556840
"Flush with cash, farmers went shopping.",90941,14654,0.67,0.54,True,False,True,694,2022-08-24T09:47:32.7006470
"Justice Margot Botsford wrote that the law was aimed at protecting dealers from unfair practices of manufacturers and distributors ""with which they are associated, generally in a franchise relationship,"" rather than unaffiliated manufacturers.",91109,14663,0.42,0.50,True,False,True,222,2022-06-17T14:07:53.0084590
"The General Assembly in June passed legislation that would, if enacted into law, allow sales to resume.",91120,14663,0.59,0.51,True,False,True,637,2022-08-23T11:40:28.0778630
"For Nissan, the plant cuts would be a partial retreat from the automotive battery market  expected to top $20 billion by 2020  just as Californiabased Tesla builds its $5 billion ""Gigafactory"" with Panasonic (T:6752) in Nevada.",91231,14671,0.39,0.52,True,False,True,151,2022-06-16T13:50:04.4154240
"""From my side, it doesn't fill me with that much enthusiasm.",91266,14675,0.42,0.40,True,False,True,611,2022-08-23T08:55:01.2223790
Rosneft and Gazprom Neft are working on Bazhenov with Exxon and Shell.,91501,14689,0.32,0.50,True,False,True,311,2022-06-24T13:25:05.0400120
Spokesman Mikhail Leontiyev said Rosneft's lawyers were studying the sanctions and their implications for joint Arctic drilling with Exxon.,91504,14689,0.43,0.59,True,False,True,586,2022-08-23T08:45:16.4454080
They also doubt that fund managers do enough trading on their own to justify a new stock market.,91548,14690,0.41,0.40,True,False,True,536,2022-08-22T08:36:23.7185040
Funds with some $1.3 trillion in assets aim to duplicate the performance of the MSCI Global Investable Market indexes.,91640,14695,0.60,0.52,True,False,True,709,2022-08-25T09:48:28.4592830
"Dennis Hudachek, a senior specialist with ETF.com, an expert on exchangetraded funds said several major Internet companies listed in the United States but based in China were affected by current index rules.",91654,14695,0.41,0.43,True,False,True,287,2022-06-24T13:15:01.7277670
Major indexes finished lower after five straight weeks of gains.,91669,14699,0.41,0.56,True,False,True,616,2022-08-23T08:57:03.0882860
"Banks running the sale have not decided if they will increase the price range or the number of shares on offer, the sources said.",91759,14707,0.47,0.57,True,False,True,617,2022-08-23T08:57:17.0244850
"Experts say the stock market's gains, with the S&P 500 (SPX) topping 2,000 for the first time last month, are somewhat responsible for the appetite for risk.",91834,14711,0.72,0.37,True,False,True,28,2022-06-03T14:28:45.5988390
"Berry, who has a law degree from the University of California Hastings College of the Law in San Francisco, joined the regulator in 1995, according to his LinkedIn profile.",91882,14713,0.58,0.46,True,False,True,130,2022-06-09T10:23:48.9931090
"Sandoval said the agreement has ""changed the trajectory of our state forever"" during the signing ceremony late on Thursday, shortly after the four bills were unanimously passed by both legislative chambers.",91935,14717,0.58,0.64,True,False,True,484,2022-08-16T13:57:12.7415170
"To clinch the deal, Sandoval promised that tax credits and other incentives would be available for up to 20 years.",91937,14717,0.65,0.40,True,False,True,288,2022-06-24T13:15:12.2180180
The UK arm is also looking for a new chairman.,92380,14758,0.51,0.52,True,False,True,489,2022-08-16T14:00:22.7182710
"(1 US dollar = 0.6198 British pound) (1 US dollar = 0.7731 euro)  (Additional reporting by Elisabeth O'Leary and Paul Day in Madrid; Lionel Laurent, Simon Jessop and Steve Slater in London; Editing by Mark Potter)",92404,14758,0.50,0.50,True,True,True,388,2022-08-25T09:28:12.1364360
"Alibaba, could set a new record for the world's biggest IPO if underwriters exercise an option to sell additional shares to meet demand  putting it as high as $24.3 billion, and overtaking Agricultural Bank of China Ltd's $22.1 billion listing in 2010.",92499,14765,0.72,0.58,True,False,True,332,2022-07-01T07:47:28.3159110
Investors were already giving the common currency a wide berth after the European Central Bank surprised on Thursday with a fresh round of stimulus.,92723,14786,0.69,0.59,True,False,True,54,2022-06-07T14:24:32.0927020
Target spokeswoman Molly Snyder said the company had moved quickly to inform customers as facts were uncovered during a complex investigation.,92955,14801,0.55,0.61,True,False,True,781,2022-08-25T09:15:38.7273770
"The passenger load factor, a measure of the portion of capacity filled, rose 1.1 percentage points to 89 percent, the carrier said in a statement.",93144,14817,0.54,0.51,True,False,True,177,2022-06-17T09:41:20.9369550
"The A320neo is being readied for its first test flight with engines from Pratt & Whitney (N:UTX), expected in the second half of the month.",93695,14859,0.61,0.55,True,False,True,494,2022-08-18T14:07:49.3827910
"""Such changes in behavior have weighed on Diageo and Pernod's most recent earnings results.",93820,14876,0.48,0.60,True,False,True,389,2022-07-19T16:07:13.3014510
"It also weighed down the benchmark S&P index, which had hit a record intraday high of 2,009.28 earlier in the day but finished nearly unchanged.",93867,14880,0.34,0.46,True,False,True,96,2022-06-08T12:36:25.3591260
BB&T said it would pay a premium to book value of about 5.3 percent of total deposits.,93937,14884,0.25,0.40,True,False,True,195,2022-06-17T14:00:40.5243200
Dollar Tree Inc (O:DLTR) agreed in July to buy Family Dollar for $8.5 billion.,93943,14886,0.56,0.46,True,False,True,480,2022-08-16T13:55:42.3682170
"When Hospira was spun off from Abbott Laboratories ABT.N in 2004, Abbott retained a sizable and profitable medical nutrition business.",93979,14888,0.61,0.42,True,False,True,693,2022-08-24T09:47:04.3983080
"Many lawmakers are concerned that by doing so they could be blamed if gasoline prices rose, even if a price move was caused by other factors.",94092,14901,0.38,0.62,True,False,True,60,2022-06-07T14:27:48.3054320
"Malmo Aviation, owned by Sweden's Braathens Aviation, was slated to be the first CSeries customer to take delivery of the new jet in the second half of 2015, but the airline said on Friday that will no longer be the case.",94303,14922,0.47,0.40,True,False,True,794,2022-08-25T09:19:57.2796420
"The rise is at least partly driven by the bigger profits being earned through the illegal schemes, defense lawyers said.",94311,14924,0.37,0.62,True,False,True,478,2022-08-16T13:54:50.8402260
"""The judges have seen a rash of these cases, so it may be there is a sense that harsher punishments are needed,"" said Paul Shechtman, a defense lawyer with Zuckerman Spaeder who has been involved in insider trading cases.",94321,14924,0.38,0.66,True,False,True,414,2022-07-19T16:16:49.9222310
"Immediate focus was on the ISM's report on U.S. manufacturing due later in the day, which might point to the U.S. phasing out quantitative easing just as the ECB contemplates its adoption.",94435,14929,0.53,0.42,True,False,True,655,2022-08-23T11:47:57.6895390
"Socalled ""smart beta"" funds track a bespoke index that has been tweaked to weight it in different ways, using factors such as stocks' cheapness or price momentum.",94657,14944,0.51,0.49,True,False,True,343,2022-07-01T07:53:55.3372600
"Chief Executive Sergio Marchionne wants to incorporate the two carmakers into a Dutchregistered company called Fiat Chrysler Automobiles (FCA), paving the way for a U.S. stock market listing that would help fund an ambitious investment plan.",94834,14959,0.75,0.68,True,False,True,438,2022-08-05T13:24:29.0687510
"The PHLX housing index (HGX) lost 0.4 percent, but was off earlier lows.",94984,14970,0.47,0.54,True,False,True,147,2022-06-16T13:46:18.1236010
"""Today's proposed settlement will help ensure that hog breeders in the United States will continue to receive the benefits of vigorous competition when selling sows,"" said Bill Baer, assistant attorney general for DOJ's antitrust division.",95080,14982,0.58,0.55,True,False,True,604,2022-08-23T08:51:52.5987150
The UAW declined to say how many jobs would be added in Spring Hill.,95101,14983,0.55,0.41,True,False,True,633,2022-08-23T11:39:14.6118260
Roche announced its proposed $8.3 billion cash purchase of InterMune on Sunday.,95144,14985,0.54,0.50,True,False,True,687,2022-08-24T09:44:56.9920720
His wife named it after the eponymous animal's fur.,95263,15000,0.54,0.50,True,False,True,537,2022-08-22T08:36:49.8813950
The order is part of BOC Aviation's strategy to build its fleet for the next seven years.,95609,15036,0.57,0.55,True,False,True,555,2022-08-22T08:44:58.7904360
"""A weak German business sentiment index, Ifo, also added pressure on the euro in European trade, as it reinforced concerns about Germany, the euro zone's biggest economy.",95703,15041,0.32,0.41,True,False,True,417,2022-07-19T16:17:52.8213510
"U.S. Tnote futures were flat at 12557/64, with cash 10year yields (US10YT=RR) trading at 2.41 percent.",95717,15041,0.42,0.43,True,False,True,670,2022-08-23T11:54:24.2307420
"""Standardized traceability of food products does not currently exist in China.",95722,15043,0.36,0.48,True,False,True,122,2022-06-09T10:21:07.1025890
"Heinz, which was bought out by Warren Buffett's Berkshire Hathaway Inc and private equity firm 3G Capital last year, did not respond to requests for further comment.",95730,15043,0.43,0.45,True,False,True,283,2022-08-22T08:31:34.6342150
"In addition to more than $540 million in taxes and interest, the SEC is seeking nearly $140 million in profits and a $51 million penalty for Sam Wyly, all amounts the Wylys dispute.",95939,15057,0.21,0.56,True,False,True,202,2022-06-17T14:03:54.6819480
"Investors had been hoping that Yellen would catapult the S&P to the milestone 2,000 level.",95948,15059,0.61,0.55,True,False,True,342,2022-07-01T07:53:31.3387400
"Qualcomm is one of at least 30 foreign firms to come under scrutiny as China seeks to enforce a 2008 antimonopoly law which some critics say is being used to unfairly target overseas businesses, raising protectionism concerns.",96071,15068,0.38,0.62,True,False,True,419,2022-07-19T16:18:11.1995530
"""Currently, there's a small shortage in supply of a specialized component for our communication devices,"" said a spokesman for Pegatron, which assembles iPhones.",96094,15071,0.40,0.55,True,False,True,717,2022-08-24T09:57:27.3864820
Analysts on average expected a profit of 69 cents per share on revenue of $3.96 billion.,96244,15086,0.55,0.52,True,False,True,196,2022-06-17T14:00:53.0086360
"The PHLX housing sector index climbed 1.7 percent, lifted by a rally in major homebuilders, including PulteGroup Inc, up 2.8 percent at $18.78, and D.R. Horton Inc, up 1.4 percent at $21.13.",97036,15156,0.61,0.62,True,False,True,252,2022-06-23T09:52:54.0398890
"Rival American Apparel Inc also said samestore sales fell 6 percent, while revenue was flat in the second quarter ended June 30.Urban Outfitters Inc also reported flat samestore sales growth in the quarter ended July",97068,15157,0.35,0.39,True,False,True,700,2022-08-24T09:49:42.8870930
"He still owns about onefifth of Berkshire, which was a failing textile company before he took it over in 1965, and controls about onethird of its voting power.",97916,15209,0.52,0.52,True,False,True,596,2022-08-23T08:48:35.3758590
"A spokesman, Jonathan Gasthalter, declined to comment.",97968,15214,0.39,0.50,True,False,True,224,2022-06-17T14:08:17.1888350
It's very complicated.,98082,15220,0.40,0.25,True,False,True,19,2022-06-03T14:27:23.4071500
"""We are targeting those borrowers who have excellent credit, and a lot of liquid reserves, but who are having difficulties proving their income,"" he said.",98155,15225,0.59,0.55,True,False,True,409,2022-07-19T16:15:08.9321830
"A bonus scheme granting employees at a listed company shares in an unlisted affiliate doesn't raise any legal concerns, but it is unusual for a firm to allow an executive to independently determine compensation, corporate governance experts say.",98415,15245,0.41,0.52,True,False,True,230,2022-06-17T14:10:27.2179420
"""Poland may deserve some flows but it is a neighbor of Ukraine so that's a problem.",98527,15250,0.38,0.53,True,False,True,640,2022-08-23T11:41:57.8551270
"But investors remained wary with tensions persisting in other global hotspots such as Iraq, marked by an increasing death toll and new U.S. air strikes.",98941,15285,0.31,0.61,True,False,True,371,2022-07-01T13:53:58.7403700
"Companies are giving staff practical coaching, including holding mock raids, and bringing in legal experts to train them on how to handle intense, onthespot questioning, negotiate cultural hurdles, and make contingency arrangements to source emergency legal advice.",98959,15286,0.59,0.51,True,False,True,377,2022-07-01T13:55:20.1230560
"Vivendi's chairman, Vincent Bollore, is already one of Italy's most influential foreign investors thanks to a 9 percent stake in Mediobanca (MI:MDBI), Italy's bestknown investment bank.",99523,15328,0.77,0.72,True,False,True,50,2022-06-17T13:58:50.8039080
Russia said on Wednesday it would ban all food imports from the United States and all fruit and vegetables from Europe in a strongerthanexpected answer to Western sanctions for Moscow's support for separatists in Ukraine.,99601,15334,0.34,0.67,True,False,True,87,2022-06-07T14:46:20.7985820
"China, which had 153 nationals on board MH370, has been heavily involved, providing ships, aircraft and satellite technology.",99796,15353,0.51,0.60,True,False,True,482,2022-08-16T13:56:24.4599850
"""That kind of herd mentality is something we want to avoid, so we want to move quickly, as quickly as possible,"" Obama said.",99918,15362,0.55,0.64,True,False,True,115,2022-06-08T12:47:11.6018210
"L.P. (KKR) took Alliance Boots, which runs the Boots chain of pharmacies that dot main streets across Britain, private in 2007.",99939,15362,0.53,0.52,True,False,True,598,2022-08-23T08:49:48.5594700
" Samsung Electronics Co Ltd said it will do 30 percent less business with a parts supplier after uncovering employment of child workers at the Chinabased firm, marking the IT giant's strongest objection to the illegal practice to date.",100304,15389,0.23,0.70,True,False,True,284,2022-06-24T13:14:11.1730070
"Airbus declined further comment, saying it did not discuss decisions by its customers.",100511,15403,0.50,0.37,True,False,True,261,2022-06-23T09:56:38.3099270
"A potential tieup would create one of the world's largest media conglomerates, dominating content production with two major studios, a stable of cable networks like Fox News and TNT, broadcast networks and payTV channel HBO.",100537,15405,0.55,0.64,True,False,True,479,2022-08-16T13:55:12.9602830
Both sources said Deutsche Telekom Chief Executive Tim Hoettges does not see Iliad's bid as attractive because he is skeptical that it would be able to cut out $10 billion in costs from the business as promised.,100554,15406,0.32,0.56,True,False,True,630,2022-08-23T11:38:11.8908800
"Meanwhile at home, the troubles also piled on.",100901,15428,0.29,0.58,True,False,True,676,2022-08-25T09:46:21.1027120
The accident at the Zhongrong Metal Products Co Ltd plant in Kunshan city in the eastern province of Jiangsu was China's worst industrial accident in a year.,100958,15432,0.34,0.63,True,False,True,779,2022-08-25T09:49:17.2821000
The company is spending more than $20 billion on five new projects it hopes will boost production 20 percent by 2017.,101025,15441,0.62,0.53,True,False,True,651,2022-08-23T11:46:36.0420500
"Tesla built a record 8,763 Model S sedans in the quarter, and delivered a record 7,579 cars to customers, while being ""unable to keep pace with increased demand"" in North America and Europe.",101183,15455,0.77,0.76,True,False,True,101,2022-06-08T12:38:40.6178170
TMobile shares closed up 6.5 percent at $32.94 on the New York Stock Exchange.,101226,15456,0.60,0.50,True,False,True,142,2022-06-16T13:44:21.8945860
"Uruguay isn't facing its own debt problems this time around, but it is bracing for a downturn in tourism from Argentina that may leave its beaches even more deserted.",101265,15458,0.34,0.42,True,False,True,591,2022-08-23T08:46:51.9227030
"Burger King last week suspended the sale of any products from the Husi factories in Shanghai that supplied its restaurants and launched an investigation, Alix Salyers, a spokeswoman for the Miamibased chain, said in an email.",101319,15461,0.38,0.62,True,False,True,433,2022-08-05T13:23:37.3644720
"According to one internal website, Amazon intends to take a 20 percent cut of jobs under $1,000 by August 14 and 15 percent for services over $1,000.",101378,15466,0.51,0.58,True,False,True,750,2022-08-24T14:19:33.8249270
"We're caught in a holding pattern until we get more mediumterm guidance,"" Liberum analyst Ben Bourne said.",101447,15475,0.33,0.35,True,False,True,321,2022-07-01T07:35:55.6626700
"WHY IRELAND?Ireland is not the only home for inversions  Britain, the Netherlands and Switzerland are also popular.",101720,15500,0.62,0.52,True,False,True,729,2022-08-25T09:48:50.4415030
"Barclays said the U.S. Department of Justice had requested an extension to a nonprosecution agreement (NPA) that was due to expire last month, to allow it to continue to investigate possible misconduct in foreign exchange trading.",101775,15506,0.30,0.55,True,False,True,673,2022-08-23T11:55:12.0694620
"Laws on food safety are incomplete and responsibility in enforcing them is unclear, making it difficult for regulators to do their jobs, Gao Guan, deputy secretarygeneral of the China Meat Association, told Reuters.",101860,15514,0.35,0.57,True,False,True,461,2022-08-05T13:30:26.7592290
"Subscription revenue rose because of new digital products that the company rolled out including the NYT Now app, which accounted for most of the increase.",101983,15525,0.65,0.55,True,False,True,421,2022-08-05T13:20:14.3462600
BP said secondquarter production fell nearly 3 percent to 3.1 million barrels of oil equivalent a day.,102105,15538,0.43,0.50,True,False,True,570,2022-08-22T08:50:46.4377540
"Banking revenue from small and mediumsized companies in emerging markets is set to grow at a rate of 20 percent per year and could reach over $350 billion by 2015, up from $150 billion in 2010, according to a survey by McKinsey & Company.",102131,15541,0.90,0.60,True,False,True,190,2022-06-17T13:59:23.5052740
"Nissan recalled 755,500 vehicles globally in June, expanding a recall from April 2013.",102424,15561,0.40,0.54,True,False,True,592,2022-08-23T08:47:12.5533270
"No charges have been filed against Leach, 43, the paper said.",102631,15582,0.52,0.44,True,False,True,498,2022-08-18T14:09:35.4599370
"Sales growth in the luxury goods industry, which bounced back between 2010 and 2012 after the financial crisis, has been slowing in the past two years, hit by China's crackdown on corruption and conspicuous spending.",102728,15589,0.39,0.40,True,False,True,157,2022-06-17T09:33:26.9560710
"""O'Shea has a ""buy"" rating on BSkyB shares.",102852,15598,0.67,0.46,True,False,True,429,2022-08-05T13:22:57.5123640
" General Motors Co wants to put nearly a fifth of its workers at a factory in Brazil on paid leave, an auto workers union said on Thursday, amid falling output in Latin America's largest economy.",102918,15605,0.31,0.55,True,False,True,79,2022-06-07T14:39:37.4015900
"Earlier on Thursday, Charlotte, North Carolinabased Nucor said performance improved at its steel mills compared with the first quarter, especially at sheet and bar mills.",102955,15607,0.65,0.52,True,False,True,541,2022-08-22T08:37:52.1919860
"Auto sales in Europe remain 19 percent below 2007 levels, and factories are running at an average 72 percent of capacity despite the closure of several plants in the past three years, according to consultancy AlixPartners.",102998,15609,0.27,0.48,True,False,True,292,2022-06-24T13:15:50.6817240
"GM imports materials and parts from the euro zone to Russia, a potential stumbling block as tougher sanctions are discussed.",103005,15609,0.36,0.62,True,False,True,286,2022-06-24T13:14:46.0367490
"""Ford showed its first quarterly pretax profit in Europe in three years, despite a $329 million charge related to poor cash flow in the company's joint venture with Russian carmaker Sollers.",103008,15609,0.61,0.53,True,False,True,728,2022-08-24T10:03:59.5451060
The SEC said it would give the settlement money to investors who were harmed by the bank's misrepresentations.,103133,15617,0.40,0.58,True,False,True,557,2022-08-22T08:46:18.2516690
"Ford surprised analysts by posting a profit in Europe, its first in the region in three years.",103206,15620,0.61,0.56,True,False,True,703,2022-08-24T09:50:40.6040320
The news injected some life into a sluggish session and helped China's CSI300 index of leading Shanghai and Shenzhen,103345,15642,0.62,0.53,True,False,True,712,2022-08-24T09:54:40.7311050
Sales of both products were halted on Tuesday.,103694,15676,0.35,0.42,True,False,True,159,2022-06-17T09:34:46.9504640
" (Additional reporting by Ran Kim, Shimizu Ritsuko and Olivier Fabre in TOKYO and Adam Jourdan in SHANGHAI; Editing by Ian Geoghegan)",103699,15676,0.50,0.50,True,True,True,42,2022-06-03T14:30:43.8780120
"we believe the shares remain attractively priced,"" Nomura analyst Jon Peace said.",103810,15703,0.66,0.49,True,False,True,90,2022-06-07T14:47:40.2778120
The company operated 72 stores in the region as of Jan. 31.,103992,15718,0.56,0.50,True,False,True,789,2022-08-25T09:18:12.4190350
"Shares in Julius Baer had fallen by around 9 percent since the Credit Suisse settlement, lagging an index of European banks which was down by 2.6 percent since then.",104060,15724,0.38,0.54,True,False,True,610,2022-08-23T08:54:43.7260290
"At 1337 GMT, they were up 1.9 percent at 290.5 pence, topping the FTSE100 index.",104132,15728,0.57,0.54,True,False,True,701,2022-08-24T09:50:07.4889240
"The real problem was with the bank's institutional failure to have proper controls in place, the CNBV says.",104154,15730,0.40,0.59,True,False,True,210,2022-06-17T14:05:56.5787780
"One of the fired employees allegedly spirited away key documents early in the bank's internal probe, according to two sources familiar with the matter.",104174,15730,0.41,0.59,True,False,True,184,2022-06-17T13:53:30.8711780
The CNBV sent its report to Mexico's attorney general's office.,104180,15730,0.48,0.52,True,False,True,564,2022-08-22T08:48:53.4437060
"""Isn't everywhere like this?"" asked student Li Xiaoye, 20, eating a beef burger in a Shanghai McDonald's outlet.",104223,15734,0.50,0.50,True,True,True,204,2022-06-17T14:04:34.7661520
"Gold <XAU=> dipped as buyers cashed in on some of its 1.5 percent overnight jump, while the Japanese yen <JPY=> and U.S. government bonds <US10YT=RR>  investors' traditional goto safehaven assets  both gave up some ground.",104534,15761,0.62,0.63,True,False,True,5,2022-06-12T18:42:33.0826780
"Shares of most major U.S. carriers slid, with American Airlines Group Inc down 4.1 percent at $41.70 and United Continental Holdings Inc down 3.5 percent at $43.35.",104806,15784,0.40,0.51,True,False,True,663,2022-08-23T11:51:05.4776440
"Sky Italia and Sky Deutschland (DE:SKYDn).The purchase is just the latest in a string of deals in the global media sector to buy content and follows ITV's drive to develop its production arm and generate revenue beyond its traditional, and volatile, advertising source.",104848,15787,0.78,0.75,True,False,True,39,2022-06-17T13:57:45.2771590
